,gene,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Artery - Aorta,Artery - Coronary,Artery - Tibial,Brain0,Brain1,Brain2,Breast - Mammary Tissue,Colon - Sigmoid,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Heart - Atrial Appendage,Heart - Left Ventricle,Liver,Lung,Muscle - Skeletal,Nerve - Tibial,Ovary,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lowerleg),Testis,Thyroid,Uterus,Whole Blood
ENSG00000165995, CACNB2,-0.999713369645058,-0.814510617691905,-0.081148453596638,-0.152929933768429,0.627608741449209,1.34063306551454,1.7812495407169,1.15206221545549,-0.697110544613065,0.117679632529601,0.594958542672702,-0.878719666010504,2.13931411485704,1.1008101135345,1.68130763804407,0.544729930391201,-0.122968681629684,-2.77642974599625,-1.75101738817637,0.988411623887204,1.86207982154408,0.457908587060668,-0.321913807529512,-0.91532095933796,-2.24579244309985,-1.61235643442325,0.0954078281064967,-4.46162315987201
ENSG00000151067, CACNA1C,-0.0107312162182062,-0.279502394748852,1.60468824576358,0.691287100383104,1.78046519100535,-0.0639964054217073,-0.108734545678132,-0.0214238736656659,-0.370899172389563,1.94969229214028,-0.463013799528771,-0.838299866227184,1.51255003154432,1.30597454960375,2.20103122091376,-2.68175661728642,0.782478537609208,-1.99202595149418,-0.840688829318121,-1.75586074354362,0.693697725207933,0.645336780221397,-0.686667606353343,-0.802483624321801,0.0136743767275597,-1.38938386321458,2.13504863666074,-5.3421689568997
ENSG00000183873, SCN5A,-1.31567495337988,-1.14038996173127,1.68532295391071,-0.743396677639226,0.290775535806284,0.0060646914286589,-2.39378979220061,-0.0363011890895165,0.242707324353158,0.386799619827735,-0.947632301809254,-1.35268664977523,-0.702737554589292,4.12163029222157,5.33303658203291,-3.50913145820055,-2.50459158291128,-0.0431619996560286,2.7564513949335,0.885274596103843,-0.242176730439508,-0.0923176853385571,-0.613149873329622,-0.793722898153875,-0.290724809846145,-0.641014527424118,0.26708861750302,-1.8864078899277
