,whole_brain,heart,muscle_skeletal,skin,liver,nerve_tibial,testis,whole_blood
Trace,0.7652079198468034,0.8738005050505051,0.8706293706293705,0.8113997113997113,0.7867003367003367,0.7903679653679654,0.7513391490664217,0.8674242424242424
pBRIT,0.7106272513088624,0.7949765512265512,0.7292552565279838,0.717980907980908,0.6022126022126023,0.6454665704665703,0.6974946434037342,0.6790606279242642
