 gene    ENS ,Adipose-Subcutaneous,Adipose-Visceral(Omentum),Artery-Aorta,Artery-Coronary,Artery-Tibial,Brain0,Brain1,Brain2,Breast-MammaryTissue,Colon-Sigmoid,Esophagus-GastroesophagealJunction,Esophagus-Mucosa,Esophagus-Muscularis,Heart-AtrialAppendage,Heart-LeftVentricle,Liver,Lung,Muscle-Skeletal,Nerve-Tibial,Ovary,Pituitary,Prostate,Skin-NotSunExposed(Suprapubic),Skin-SunExposed(Lowerleg),Testis,Thyroid,Uterus,Vagina,WholeBlood
ENSG00000248746,-0.13764011756763697,0.8091252279302991,-0.419500383843344,0.835316040143229,0.145376444883461,-1.40403879479701,0.384812383685133,-1.64573965121333,-0.35531918073989704,0.174901042462038,0.203084484872737,-1.2672902583335501,0.438217974536028,0.18088723615301003,-1.04801015192502,-0.685851643219884,-0.774359530500167,10.5963629903095,0.6215115701670021,0.4874383773528,-1.84231186680884,-1.0403315709568801,-1.26155297619575,-0.677845444185445,4.17325627323187,0.603627832263497,-0.34388349471679397,-0.5508615022305899,2.042197808851
ENSG00000077522,-2.48922664077621,-1.4461526558748001,2.03336722815534,1.37289693752708,-0.376876987550448,1.22532640863341,-1.4405347791097798,2.6645295288083903,-1.97529141136805,-3.46638429063729,1.3370597894124299,-3.10275173517638,1.3127543841773,4.00530330447425,4.47153459242697,-3.48953884948417,0.653348961533416,8.872181448757141,-2.35718607567462,-1.12029515689155,-3.61200580213708,-1.17570588940578,-2.12788181322742,-2.1376706556339897,-0.12734835725217,-2.447553549771,-2.5286596517114197,-2.19887688534503,-1.82040840497457
ENSG00000129991,-1.86168721431905,-0.0805692159324391,-1.9387713720113102,1.8363887944783202,-0.37210162887025294,-0.166538501849162,-2.42732407780913,-0.208885802873291,-0.5530677287969841,-0.13633225425597,-1.4709733088556698,-0.126180806320533,-2.92286118587515,6.209821711235629,9.180739521634,-2.8388982393439703,1.02962354614236,1.4337708206766497,-1.10419642008416,0.47225895949062197,-0.178884328569722,-1.53966024157105,0.39483355755371,0.42806569297597996,2.27738044172273,-0.00102420822301999,-0.9342161017811701,-1.22641304916293,-0.8218572763002908
ENSG00000159173,-0.3180367478804,-1.13034384991003,-1.19763311567872,-2.05726831254397,0.441875686995883,-2.0362399578588404,-1.75042097707793,-1.70342446688075,-0.866649476501119,-0.9820884995048392,0.33619067920661605,1.0440583902623901,-2.13733397054285,5.67489666918633,0.143891478633234,2.26260845764606,-0.9426055336763101,13.1749772428592,1.04578010874759,-1.0234247240101801,-2.00549745195935,1.6183768361909898,-0.30383498844964196,0.38033780902298203,-1.7311104661251298,0.39083521022934997,-0.577988104602193,1.17480811804201,2.41860982114254
ENSG00000198947,-0.0827688242826413,-0.292783348888526,1.55863996380378,0.338031886728399,1.2446014665661498,-0.280596791757443,-0.841881030694293,-0.185620834740087,0.175157991844394,1.27792982151531,-0.529022858575559,-1.7278266322944098,0.8849351904638109,0.90159381785145,0.581978796021785,1.01206176285625,-0.562956498817223,2.87327509286,2.00061645680441,-0.6256161687499929,-1.61302658943654,-0.318965151252601,0.282606263806354,-0.584192118735153,-2.1684222436072003,-1.21245802184926,0.184000550858518,-0.766705985894772,-5.897615309309651
ENSG00000175084,0.23824817365562398,-0.817118265313425,-1.19904671951225,0.6032995670477099,3.84384556225559,-4.372450936527461,-4.619194705100621,-3.96696831053985,-2.42493489192184,3.16969385473755,0.272207163563973,2.13498577626133,4.6737551887337,3.4521251584498702,3.87219322508428,-3.7859223752241897,0.559893597036155,6.57487043911389,-2.224947064417,-1.24066337885138,-4.1453478703247795,2.4435699110968,-0.45119880179452293,0.0281490488561216,-3.15778940240839,-1.05442185205842,3.1181216506104903,0.543226072807176,-2.4366181324754597
ENSG00000173991,-1.1478975159113,-1.27416924882129,0.6646673926190301,-0.5650508418888289,-0.871609989804077,-1.19479791544552,-0.31288652553236895,-0.318155201269904,-1.0404100919872301,-0.262627543881618,-0.258465056239427,-1.7649213519139701,-1.49197010772837,4.64190599540084,5.772083651123889,-1.4967369253408798,-0.28467591374461404,9.414232247385241,-0.507867975714724,-0.457010365324897,-1.12509290574387,0.536328814105387,-1.6661619147753501,-1.07013846536378,-1.85665316890835,-0.588492082022105,-0.429581649810959,0.38130856917664296,0.668589632977172
ENSG00000092841,0.450962276076113,0.17420961000186402,0.7407503459281729,0.48376266997316497,1.4522747969588998,-1.0254804827950499,-1.12890741716253,-1.10080585443982,0.35799408886259204,1.23577089650318,0.17639346552311896,0.20029188640244297,1.74267488357057,-0.0219848523041749,-0.617128603052107,-0.7225528174372241,0.492487505679258,-1.3291315947293898,-0.0623365626969756,-0.378694714304336,-0.42765303137986,0.264035187835349,0.135676149558226,0.120712139682493,-1.5743198076343,-0.0462200685256895,0.548270964881384,0.20613530104323602,-0.155681048884065
ENSG00000111245,-1.09850425838164,-1.08356642822689,1.0367374656646,2.77343578027089,0.95632996256411,-1.17216587889819,-1.1522176879186201,-1.12928732050069,-0.419998740388721,-0.279935085271729,0.915829178824557,-2.24279900956778,-1.5178529698734,-0.568090248530153,9.781748953451212,-2.77240536406937,-0.3652797323420349,11.0546729419328,0.0113570298656866,-0.145109934119872,-2.06836733220802,0.347645870588527,-0.5222102704384729,-0.8995277474452901,-3.6028604935906805,0.0417782858468499,-0.0769282271963184,0.949158327138768,1.92025072168838
ENSG00000160808,-0.43978300548741295,0.0214872819138921,0.29595229962984804,2.1420657261808,0.467182932744385,-0.0304195087234453,-1.3197773304306102,-0.4479646566422229,-0.597554481892669,-1.36280102579391,-0.352187630340611,-2.2884996822184704,-0.8989414776347959,0.452951897446795,9.240716424713051,-1.97703771429815,-0.0249241112860837,8.66352679062284,-1.10157360748538,1.16704753039346,-1.59830556185984,-0.748628350472085,-0.6695514000061171,-0.670213910063693,-2.0531805187522,-0.9374635063991371,1.0065186980071898,1.88711543805866,-0.205613691934303
