,whole_brain,heart,muscle_skeletal,skin,liver,nerve_tibial,testis,whole_blood
Trace,0.09305548291143038,0.30672660371334726,0.17812561486782777,0.11586192762730749,0.03387812072787358,0.06666611951696153,0.07417317302102207,0.08863412779908357
pBRIT,0.09059873893012396,0.3030105820742338,0.09759491171744425,0.07809519783483528,0.019775875911642926,0.04154101553654216,0.20482919263946572,0.11352678005731578
